bug_id,feature,severity,status,date_reported,date_resolved,platform,region,assigned_team,bug_type,milestone,priority_level
4062,World Map,Critical,In Progress,2024-12-29,,PlayStation,North America,LiveOps,Audio,M4,Medium
4063,Aspirations,Low,Resolved,2024-06-16,2024-07-04,Mac,Oceania,CAS,Mods & Custom Content,M5,Low
4064,Pets,Low,In Progress,2024-07-05,,Xbox,South America,CAS,Mods & Custom Content,M2,Medium
4065,Mods & Custom Content,Low,Resolved,2024-09-11,2024-09-19,PC,Africa,Graphics,Gameplay,M4,Low
4066,Social Interactions,High,Resolved,2024-08-19,2024-09-03,Xbox,South America,Platform,Graphics,M6,Medium
4067,Skills,Low,Resolved,2024-11-05,2024-11-25,PlayStation,Europe,Expansion Pack,UI,M1,Medium
4068,Build Mode,Medium,Investigating,2024-12-29,,PlayStation,South America,Graphics,Network,M5,Low
4069,Graphics,High,Resolved,2025-01-01,2025-01-29,Xbox,South America,LiveOps,Audio,M7,Low
4070,Expansion Pack,Low,Won't Fix,2024-06-15,2024-07-01,PlayStation,South America,Graphics,Graphics,M2,High
4071,Live Mode,Low,In Progress,2025-04-06,,PlayStation,Asia,CAS,Graphics,M6,High
4072,Careers,Medium,Resolved,2024-04-19,2024-05-09,PlayStation,Europe,Expansion Pack,Expansion Pack,M6,Low
4073,Occults,Low,Resolved,2024-05-21,2024-06-20,PlayStation,Oceania,Expansion Pack,Mods & Custom Content,M4,High
4074,Graphics,Low,Investigating,2024-06-10,,PlayStation,Oceania,CAS,Performance,M1,Medium
4075,Bug Fixes,High,New,2025-03-22,,Mac,North America,Graphics,Performance,M4,High
4076,Mods & Custom Content,Medium,Resolved,2024-09-24,2024-10-11,PlayStation,Oceania,Graphics,Graphics,M6,Medium
4077,Multiplayer,High,In Progress,2024-05-11,,Xbox,South America,LiveOps,UI,M4,High
4078,Multiplayer,High,Investigating,2024-07-08,,Xbox,Oceania,CAS,Audio,M5,Low
4079,World Map,Low,Investigating,2024-05-17,,PlayStation,North America,LiveOps,Mods & Custom Content,M5,High
4080,UI,Medium,Investigating,2024-05-01,,Xbox,Oceania,CAS,Performance,M3,Medium
4081,Live Mode,Medium,Resolved,2024-09-05,2024-09-15,Xbox,Europe,Platform,Network,M1,High
4082,Tutorial,Low,Resolved,2025-04-13,2025-05-09,PC,North America,Platform,Gameplay,M3,Medium
4083,Seasons,Low,Resolved,2024-11-28,2024-11-30,PC,South America,LiveOps,Graphics,M5,Low
4084,Bug Fixes,Low,Resolved,2024-10-25,2024-11-22,Mac,South America,CAS,UI,M2,High
4085,Audio,Medium,Resolved,2025-01-03,2025-01-31,PC,Africa,LiveOps,Gameplay,M6,Medium
4086,Tutorial,Low,Won't Fix,2024-11-22,2024-12-04,Mac,Africa,CAS,Expansion Pack,M3,Low
4087,Occults,Medium,Resolved,2025-03-30,2025-04-03,PC,Asia,Platform,Network,M5,Medium
4088,Build Mode,High,Investigating,2025-02-12,,Mac,Africa,LiveOps,Network,M5,High
4089,Bug Fixes,Low,Investigating,2024-12-08,,Mac,Africa,CAS,UI,M5,Medium
4090,World Map,High,Resolved,2024-09-25,2024-10-07,PlayStation,South America,Build Mode,Mods & Custom Content,M6,Medium
4091,Careers,Low,Resolved,2024-06-30,2024-07-18,Mac,North America,Audio,Mods & Custom Content,M4,Medium
4092,Bug Fixes,Low,Won't Fix,2024-12-14,2024-12-17,PC,South America,Audio,Network,M1,High
4093,Aging System,Medium,Resolved,2025-02-06,2025-02-13,Mac,Asia,CAS,UI,M6,Medium
4094,Pets,Medium,Resolved,2024-07-31,2024-08-18,Mac,Oceania,CAS,Gameplay,M7,Low
4095,Seasons,Medium,Resolved,2024-04-30,2024-05-14,PlayStation,South America,Platform,Gameplay,M1,Low
4096,Multiplayer,Medium,Resolved,2024-11-23,2024-12-16,Xbox,Asia,Audio,Audio,M1,Medium
4097,Create-a-Sim,Low,Resolved,2024-10-23,2024-10-26,PlayStation,North America,CAS,Gameplay,M6,High
4098,Mods & Custom Content,Medium,Resolved,2024-07-11,2024-07-15,PlayStation,Europe,Build Mode,Mods & Custom Content,M1,High
4099,Expansion Pack,Low,Resolved,2024-06-19,2024-07-01,Xbox,Europe,Expansion Pack,Network,M1,Low
4100,Live Mode,Low,Won't Fix,2024-05-01,2024-05-08,PC,Oceania,Expansion Pack,Audio,M3,Medium
4101,Live Mode,High,In Progress,2024-07-14,,Xbox,North America,LiveOps,Gameplay,M6,Medium
4102,Aging System,Low,Resolved,2024-04-18,2024-04-25,PC,South America,Build Mode,Graphics,M2,High
4103,Aging System,Low,Won't Fix,2024-06-14,2024-07-07,Mac,Europe,Graphics,Graphics,M1,High
4104,World Map,Medium,New,2025-04-17,,Xbox,Europe,UI/UX,Performance,M7,Low
4105,Build Mode,Medium,Resolved,2025-01-28,2025-02-26,Mac,Africa,Platform,Network,M3,High
4106,Multiplayer,Critical,Resolved,2024-08-25,2024-09-24,PlayStation,North America,CAS,UI,M3,Medium
4107,Live Mode,Low,Resolved,2024-09-09,2024-09-18,PC,North America,CAS,Network,M1,Low
4108,Expansion Pack,Medium,Won't Fix,2024-11-18,2024-11-26,PlayStation,Africa,Platform,Graphics,M7,High
4109,Audio,High,Resolved,2024-10-24,2024-11-13,Xbox,South America,Platform,Expansion Pack,M1,High
4110,Careers,Low,Resolved,2025-01-12,2025-01-29,PlayStation,South America,Expansion Pack,Graphics,M7,Low
4111,Create-a-Sim,Low,Resolved,2024-05-13,2024-05-26,PlayStation,Oceania,Platform,Gameplay,M7,Medium
4112,Expansion Pack,High,Resolved,2024-05-21,2024-06-18,Mac,South America,Graphics,Gameplay,M7,Low
4113,Aspirations,Low,Resolved,2024-07-31,2024-08-27,PC,North America,Graphics,Network,M3,High
4114,Occults,Low,Resolved,2025-02-15,2025-02-21,PlayStation,North America,CAS,Audio,M6,Low
4115,Audio,High,In Progress,2025-03-18,,PlayStation,Europe,Platform,Mods & Custom Content,M7,Medium
4116,Create-a-Sim,Low,Resolved,2024-08-23,2024-08-25,PC,Europe,Graphics,Expansion Pack,M7,High
4117,Aging System,Low,Resolved,2025-04-05,2025-04-14,Mac,Asia,UI/UX,Expansion Pack,M6,Medium
4118,Build Mode,Medium,Resolved,2024-07-28,2024-08-07,Xbox,Oceania,UI/UX,Mods & Custom Content,M6,Low
4119,UI,Medium,Won't Fix,2024-11-25,2024-11-28,Xbox,Europe,Build Mode,Mods & Custom Content,M4,Medium
4120,Expansion Pack,High,Resolved,2024-06-28,2024-06-30,PC,Asia,LiveOps,Graphics,M7,Medium
4121,Aging System,Low,Resolved,2025-03-24,2025-04-16,PC,Oceania,LiveOps,Graphics,M4,High
4122,Skills,Low,Resolved,2024-11-14,2024-11-20,Xbox,North America,Platform,Mods & Custom Content,M4,Medium
4123,Live Mode,Medium,Resolved,2024-07-22,2024-08-07,Mac,Europe,Build Mode,Audio,M5,High
4124,Bug Fixes,High,Won't Fix,2024-09-14,2024-09-15,PC,Asia,Audio,Mods & Custom Content,M2,Medium
4125,Social Interactions,Critical,Resolved,2024-05-26,2024-06-13,Xbox,Asia,LiveOps,Gameplay,M2,Medium
4126,Audio,High,Resolved,2024-05-14,2024-06-02,Xbox,Oceania,Platform,Graphics,M1,Low
4127,Mods & Custom Content,Low,Resolved,2024-08-03,2024-08-14,Mac,South America,UI/UX,Graphics,M7,Medium
4128,Create-a-Sim,High,Resolved,2025-03-30,2025-04-11,Xbox,Oceania,Audio,Graphics,M6,Medium
4129,Skills,Critical,Resolved,2025-02-05,2025-02-20,PlayStation,Africa,UI/UX,Network,M1,Medium
4130,Social Interactions,High,In Progress,2025-04-03,,Mac,Africa,Platform,Network,M5,High
4131,Aspirations,High,In Progress,2025-03-04,,PC,Europe,Expansion Pack,UI,M7,Medium
4132,Create-a-Sim,Medium,Resolved,2025-02-09,2025-03-11,Mac,Asia,CAS,Network,M1,High
4133,Aspirations,Medium,In Progress,2024-11-14,,PC,Africa,Graphics,Mods & Custom Content,M7,Low
4134,Occults,Medium,Investigating,2024-12-28,,PC,Africa,Build Mode,Audio,M1,Medium
4135,Social Interactions,Low,Investigating,2025-04-06,,PlayStation,Africa,CAS,UI,M7,Medium
4136,Build Mode,High,Investigating,2024-11-10,,PlayStation,South America,LiveOps,UI,M6,High
4137,Build Mode,High,In Progress,2025-01-24,,Xbox,North America,Platform,Audio,M5,High
4138,Build Mode,Low,Resolved,2025-01-20,2025-02-05,Xbox,Africa,LiveOps,Network,M6,Medium
4139,Mods & Custom Content,Medium,Resolved,2025-04-04,2025-04-13,PC,Europe,Graphics,Expansion Pack,M3,Medium
4140,Create-a-Sim,Low,New,2024-10-02,,PC,North America,Expansion Pack,Mods & Custom Content,M3,Low
4141,Build Mode,Medium,Resolved,2024-10-03,2024-10-21,Mac,South America,CAS,Graphics,M4,Low
4142,Aging System,Low,Resolved,2024-11-18,2024-11-29,PlayStation,Europe,Audio,Graphics,M3,Medium
4143,Careers,High,New,2024-04-28,,PC,North America,Build Mode,Network,M2,Low
4144,Seasons,Medium,Resolved,2024-05-30,2024-06-25,PlayStation,North America,Expansion Pack,Gameplay,M2,High
4145,Seasons,Medium,Resolved,2024-05-12,2024-06-04,PC,Africa,LiveOps,Network,M6,Low
4146,Build Mode,Medium,Resolved,2024-12-05,2024-12-10,PC,Asia,Expansion Pack,Gameplay,M3,Medium
4147,Mods & Custom Content,Medium,Resolved,2025-04-16,2025-05-13,Mac,South America,CAS,Mods & Custom Content,M2,Medium
4148,Bug Fixes,Critical,New,2024-12-21,,PlayStation,Europe,Build Mode,Graphics,M4,High
4149,Create-a-Sim,Medium,Resolved,2024-07-11,2024-07-18,Mac,Asia,UI/UX,UI,M4,Low
4150,Mods & Custom Content,Medium,Investigating,2024-08-11,,PC,Africa,Build Mode,Expansion Pack,M4,Medium
4151,Graphics,Critical,Investigating,2025-04-02,,PlayStation,Oceania,Build Mode,Gameplay,M6,Medium
4152,Tutorial,Critical,Resolved,2024-10-24,2024-11-04,PlayStation,Asia,Platform,Gameplay,M3,Low
4153,World Map,Low,Won't Fix,2024-04-21,2024-05-02,Mac,Oceania,UI/UX,Mods & Custom Content,M5,Medium
4154,UI,Critical,Resolved,2025-02-16,2025-03-02,PC,Europe,Build Mode,Graphics,M3,Low
4155,UI,Medium,New,2024-07-17,,Mac,North America,Platform,Graphics,M7,Low
4156,Mods & Custom Content,Medium,Resolved,2024-05-22,2024-06-15,PlayStation,North America,LiveOps,Audio,M2,Medium
4157,Social Interactions,Medium,Won't Fix,2024-12-20,2025-01-03,Xbox,North America,Graphics,Performance,M4,Low
4158,Seasons,Medium,Resolved,2025-02-12,2025-02-23,Xbox,Europe,Platform,Graphics,M3,Low
4159,Create-a-Sim,High,New,2024-05-15,,Mac,Europe,Build Mode,Graphics,M5,Medium
4160,Occults,Low,Won't Fix,2025-03-24,2025-04-19,Xbox,South America,LiveOps,Mods & Custom Content,M3,Low
4161,Build Mode,Medium,Resolved,2024-10-09,2024-10-22,Xbox,Europe,Platform,Mods & Custom Content,M5,High
4162,Live Mode,High,Resolved,2024-08-25,2024-09-11,Xbox,North America,LiveOps,Expansion Pack,M7,High
4163,Seasons,Low,Resolved,2025-03-11,2025-04-06,Mac,South America,LiveOps,Audio,M6,High
4164,Aspirations,Low,Resolved,2024-07-25,2024-08-12,PC,South America,UI/UX,Mods & Custom Content,M5,Low
4165,Tutorial,High,Resolved,2025-03-30,2025-04-03,Xbox,North America,Build Mode,Gameplay,M1,Medium
4166,Build Mode,Medium,Resolved,2024-12-24,2025-01-02,PlayStation,Oceania,CAS,Audio,M5,High
4167,Audio,High,Won't Fix,2025-03-17,2025-03-19,Mac,Europe,CAS,Expansion Pack,M7,Medium
4168,Mods & Custom Content,Low,Resolved,2024-10-17,2024-11-09,Mac,North America,Build Mode,Gameplay,M6,High
4169,Social Interactions,Low,Resolved,2024-06-30,2024-07-14,PlayStation,Oceania,Graphics,Audio,M2,Medium
4170,Graphics,Medium,Resolved,2025-01-12,2025-02-05,Mac,Oceania,Expansion Pack,UI,M4,Low
4171,Seasons,Medium,Resolved,2025-03-03,2025-04-01,PlayStation,North America,Expansion Pack,Network,M4,Medium
4172,Aging System,Low,Resolved,2024-07-02,2024-07-10,PC,Asia,Audio,Gameplay,M7,Medium
4173,Tutorial,Medium,Resolved,2024-07-01,2024-07-06,PlayStation,Europe,Build Mode,Gameplay,M4,High
4174,Create-a-Sim,Low,Resolved,2024-07-18,2024-07-26,Xbox,South America,Platform,Performance,M1,Medium
4175,Aging System,Medium,In Progress,2024-11-30,,Xbox,Asia,LiveOps,Gameplay,M3,Medium
4176,Tutorial,Medium,Resolved,2024-06-14,2024-06-27,Xbox,Africa,Expansion Pack,Expansion Pack,M3,Medium
4177,World Map,Low,Resolved,2024-05-27,2024-06-07,PlayStation,Africa,Platform,Expansion Pack,M4,Low
4178,Aging System,Low,Resolved,2025-03-20,2025-04-09,Xbox,South America,CAS,Graphics,M4,Medium
4179,UI,Medium,Resolved,2024-12-21,2025-01-15,Xbox,Oceania,Build Mode,Expansion Pack,M6,Medium
4180,Graphics,High,Resolved,2024-12-16,2024-12-24,Xbox,Europe,Audio,Network,M6,High
4181,Multiplayer,Medium,Resolved,2024-11-28,2024-12-15,Xbox,North America,LiveOps,UI,M3,Medium
4182,Occults,Critical,Resolved,2025-01-22,2025-02-12,Mac,South America,UI/UX,Audio,M7,Medium
4183,Skills,Low,Resolved,2024-11-02,2024-11-07,Xbox,North America,LiveOps,Gameplay,M2,High
4184,Create-a-Sim,Medium,Resolved,2024-05-03,2024-05-13,Xbox,North America,CAS,Graphics,M5,High
4185,Social Interactions,Low,Resolved,2024-10-11,2024-10-13,PlayStation,Asia,Expansion Pack,Audio,M6,Low
4186,Audio,High,Resolved,2024-12-01,2024-12-17,Mac,Oceania,Graphics,Audio,M7,Medium
4187,Careers,Low,Resolved,2024-10-15,2024-11-10,Mac,Asia,Graphics,UI,M1,Medium
4188,Social Interactions,Critical,New,2025-04-13,,PlayStation,South America,UI/UX,Graphics,M6,Medium
4189,Live Mode,High,Resolved,2025-03-12,2025-04-03,Xbox,North America,Build Mode,Audio,M1,Medium
4190,Multiplayer,Low,Resolved,2025-03-01,2025-03-02,Xbox,South America,CAS,UI,M3,High
4191,Careers,Low,Resolved,2024-10-14,2024-11-08,Xbox,Oceania,Expansion Pack,Graphics,M7,Medium
4192,Audio,Low,Resolved,2025-04-13,2025-04-29,Xbox,North America,Audio,Network,M6,Medium
4193,Occults,Medium,Resolved,2025-03-19,2025-04-11,Xbox,Asia,Expansion Pack,Mods & Custom Content,M3,Medium
4194,Live Mode,Medium,Resolved,2024-07-29,2024-07-31,PlayStation,Europe,Audio,UI,M1,High
4195,UI,Low,Won't Fix,2024-07-08,2024-08-07,Mac,Oceania,Audio,Mods & Custom Content,M4,Medium
4196,UI,High,Resolved,2024-11-15,2024-12-10,Mac,Africa,CAS,Network,M6,Medium
4197,World Map,High,Won't Fix,2024-05-07,2024-06-06,PC,Asia,Graphics,Mods & Custom Content,M2,Low
4198,Tutorial,Medium,Resolved,2025-02-04,2025-02-17,Mac,Oceania,CAS,Gameplay,M5,Medium
4199,Live Mode,Low,Resolved,2024-10-10,2024-10-31,Xbox,Africa,CAS,Audio,M2,Medium
4200,Aspirations,Medium,Resolved,2024-11-01,2024-11-20,Mac,North America,Audio,Performance,M4,Medium
4201,Create-a-Sim,Critical,Resolved,2024-10-18,2024-11-07,Mac,Asia,UI/UX,Graphics,M3,Medium
4202,Skills,High,Resolved,2024-09-09,2024-09-28,PlayStation,Europe,CAS,Network,M4,Medium
4203,UI,Low,Won't Fix,2024-12-25,2024-12-30,PlayStation,Asia,LiveOps,Mods & Custom Content,M6,Low
4204,Graphics,Low,Resolved,2024-06-20,2024-07-04,Mac,Africa,Expansion Pack,Audio,M2,Medium
4205,Audio,High,Resolved,2025-04-10,2025-05-04,PC,Oceania,Graphics,UI,M6,Medium
4206,Expansion Pack,High,Resolved,2024-12-29,2025-01-15,Mac,South America,CAS,Performance,M1,High
4207,Pets,Critical,Resolved,2024-10-03,2024-10-14,Mac,South America,Graphics,Graphics,M4,Low
4208,Tutorial,Low,Investigating,2024-12-26,,PC,Oceania,Platform,Performance,M4,Medium
4209,Audio,High,Resolved,2024-04-22,2024-05-05,Mac,Europe,Platform,Network,M4,Low
4210,Seasons,Low,Investigating,2024-07-04,,Xbox,North America,Graphics,UI,M4,Medium
4211,Multiplayer,High,Resolved,2024-11-16,2024-12-02,Mac,Africa,Platform,UI,M4,Medium
4212,Audio,Low,Resolved,2024-08-15,2024-09-01,Mac,Africa,Expansion Pack,Mods & Custom Content,M6,High
4213,Mods & Custom Content,High,Resolved,2024-11-28,2024-12-04,PC,North America,Platform,Network,M1,Medium
4214,World Map,Medium,Resolved,2024-07-22,2024-08-02,Xbox,North America,Expansion Pack,Network,M6,Low
4215,Aging System,Medium,New,2024-11-04,,Mac,North America,Build Mode,Audio,M7,Medium
4216,Tutorial,High,In Progress,2024-07-13,,PC,South America,Platform,Network,M6,Low
4217,Create-a-Sim,Low,Resolved,2024-10-07,2024-10-08,Xbox,Asia,Expansion Pack,Mods & Custom Content,M1,Medium
4218,Careers,Low,Resolved,2024-11-28,2024-12-19,PC,Oceania,Platform,UI,M1,Medium
4219,Pets,High,Resolved,2024-08-29,2024-09-27,Xbox,Africa,Build Mode,Performance,M6,Medium
4220,Multiplayer,High,Resolved,2024-10-17,2024-11-16,Xbox,Asia,Platform,Performance,M2,Medium
4221,Graphics,Low,Resolved,2024-07-04,2024-07-24,PlayStation,Europe,CAS,UI,M5,Medium
4222,Careers,Medium,New,2024-12-30,,Mac,Oceania,UI/UX,Audio,M7,Medium
4223,Expansion Pack,Medium,Resolved,2024-09-01,2024-09-21,Xbox,Oceania,CAS,Network,M6,Medium
4224,Aspirations,Low,In Progress,2025-02-24,,PlayStation,Oceania,Build Mode,Audio,M1,High
4225,Mods & Custom Content,High,In Progress,2024-07-29,,Xbox,Oceania,UI/UX,Network,M4,High
4226,Careers,Low,Resolved,2024-06-22,2024-07-13,Xbox,North America,Expansion Pack,Gameplay,M5,Low
4227,Build Mode,Critical,Resolved,2024-06-04,2024-07-04,PC,Oceania,Platform,Mods & Custom Content,M2,High
4228,Audio,High,Resolved,2024-11-14,2024-12-03,PlayStation,South America,Platform,Gameplay,M5,Medium
4229,Build Mode,Critical,Resolved,2024-07-10,2024-07-25,PlayStation,North America,CAS,UI,M3,High
4230,Aspirations,Medium,Won't Fix,2024-05-24,2024-05-25,PlayStation,South America,Platform,Audio,M4,Medium
4231,Aspirations,Low,In Progress,2024-07-25,,Xbox,Europe,Audio,Mods & Custom Content,M4,High
4232,Social Interactions,Medium,Resolved,2024-07-13,2024-07-15,PC,Oceania,Audio,UI,M2,Low
4233,Multiplayer,Low,Resolved,2024-09-23,2024-10-22,Xbox,Oceania,LiveOps,Expansion Pack,M7,Low
4234,Aging System,Low,Resolved,2024-09-04,2024-10-01,PC,Asia,Build Mode,Audio,M2,Medium
4235,Live Mode,Medium,Resolved,2024-06-10,2024-06-26,Xbox,Europe,Build Mode,Graphics,M5,High
4236,Pets,Low,Resolved,2025-04-04,2025-04-16,PC,South America,Platform,Gameplay,M4,Medium
4237,Create-a-Sim,Low,Resolved,2024-06-11,2024-07-09,PC,Asia,UI/UX,Gameplay,M4,Medium
4238,Aging System,Medium,Resolved,2025-02-06,2025-03-06,Mac,North America,CAS,Expansion Pack,M4,Low
4239,Create-a-Sim,Medium,New,2024-06-21,,PlayStation,Africa,Platform,Gameplay,M7,Low
4240,Build Mode,Medium,Resolved,2024-10-17,2024-11-16,Xbox,Africa,CAS,Mods & Custom Content,M4,High
4241,Audio,High,Resolved,2025-04-17,2025-05-17,Xbox,Asia,Platform,Expansion Pack,M5,Medium
4242,Audio,Critical,Investigating,2025-02-22,,Mac,Oceania,Build Mode,Graphics,M7,Medium
4243,Careers,Low,Resolved,2024-10-24,2024-11-16,PlayStation,Africa,Expansion Pack,Graphics,M1,High
4244,Graphics,Low,Resolved,2025-01-06,2025-01-31,Mac,Oceania,UI/UX,Gameplay,M7,Medium
4245,Live Mode,Low,Resolved,2025-01-30,2025-02-23,Mac,Africa,Audio,Audio,M7,High
4246,Expansion Pack,Medium,Resolved,2024-08-05,2024-08-25,Xbox,North America,Platform,Network,M1,Medium
4247,Graphics,Medium,Resolved,2024-11-09,2024-11-15,PlayStation,Africa,Platform,UI,M4,High
4248,Tutorial,Low,Resolved,2024-11-11,2024-11-19,PC,Africa,UI/UX,UI,M4,High
4249,Aging System,Medium,New,2024-09-10,,PlayStation,South America,CAS,Audio,M5,Low
4250,Live Mode,Low,Resolved,2024-12-26,2025-01-17,Mac,Africa,CAS,Performance,M4,Medium
4251,Live Mode,Medium,In Progress,2024-05-09,,Mac,South America,LiveOps,Graphics,M5,Medium
4252,Create-a-Sim,Medium,In Progress,2025-02-09,,PC,Asia,CAS,Gameplay,M4,High
4253,Expansion Pack,Medium,Resolved,2024-10-09,2024-11-02,Xbox,Oceania,Audio,Audio,M2,High
4254,Occults,Critical,Resolved,2024-12-04,2025-01-01,PlayStation,Oceania,Expansion Pack,Performance,M3,High
4255,Pets,High,Resolved,2024-09-29,2024-10-19,PlayStation,Oceania,Graphics,Performance,M3,High
4256,Skills,Low,Resolved,2024-08-18,2024-08-20,Xbox,North America,Graphics,Network,M5,Medium
4257,World Map,Medium,Resolved,2024-08-28,2024-09-22,Xbox,South America,CAS,Gameplay,M5,Low
4258,Seasons,Critical,New,2024-11-09,,Mac,Asia,UI/UX,Graphics,M1,Low
4259,UI,Low,In Progress,2025-03-25,,Mac,Europe,Graphics,Mods & Custom Content,M6,Medium
4260,Multiplayer,Medium,Resolved,2024-07-21,2024-08-01,Mac,Europe,Expansion Pack,Network,M3,Low
4261,Live Mode,Low,Resolved,2024-04-25,2024-05-13,PC,North America,UI/UX,Network,M6,High
4262,Expansion Pack,Medium,Resolved,2024-06-01,2024-06-21,PlayStation,North America,Build Mode,Network,M3,High
4263,Pets,Low,Won't Fix,2025-03-01,2025-03-30,Mac,Africa,Graphics,UI,M1,Medium
4264,Mods & Custom Content,Medium,In Progress,2025-04-05,,Mac,Europe,CAS,UI,M3,Medium
4265,Pets,High,Resolved,2024-06-29,2024-07-06,Xbox,Asia,Platform,Performance,M5,Low
4266,Build Mode,Medium,Resolved,2024-11-14,2024-11-22,PlayStation,Oceania,Expansion Pack,Network,M6,Medium
4267,Seasons,Low,New,2024-12-11,,PlayStation,North America,Graphics,Performance,M5,Medium
4268,Multiplayer,Medium,Resolved,2024-06-20,2024-07-02,Xbox,North America,Platform,Performance,M6,Medium
4269,Graphics,Low,In Progress,2025-01-28,,PC,Asia,Expansion Pack,Performance,M7,Medium
4270,Live Mode,Critical,Resolved,2024-08-25,2024-09-19,Xbox,Asia,LiveOps,Gameplay,M1,Medium
4271,Aging System,High,Investigating,2024-12-20,,Mac,Asia,UI/UX,Audio,M4,Medium
4272,Occults,Medium,Resolved,2024-10-13,2024-10-26,Xbox,Europe,Graphics,Gameplay,M2,High
4273,Pets,Low,Investigating,2025-01-12,,PC,Oceania,Expansion Pack,UI,M5,Low
4274,Live Mode,High,Investigating,2025-03-09,,Mac,Oceania,Build Mode,Expansion Pack,M7,High
4275,Graphics,High,Resolved,2024-09-04,2024-09-28,Xbox,South America,CAS,Audio,M3,Low
4276,Multiplayer,Low,Resolved,2024-07-31,2024-08-30,Mac,Asia,Platform,Audio,M6,Low
4277,Aspirations,Low,Investigating,2024-12-05,,PC,South America,UI/UX,Expansion Pack,M1,High
4278,Graphics,Medium,Resolved,2024-06-10,2024-06-29,PlayStation,Asia,UI/UX,Graphics,M4,Medium
4279,Tutorial,Low,Resolved,2024-06-18,2024-07-05,Xbox,Europe,Platform,Graphics,M3,Medium
4280,Expansion Pack,High,Resolved,2025-02-07,2025-02-19,Mac,South America,Build Mode,Graphics,M3,Medium
4281,Multiplayer,Low,Resolved,2024-08-19,2024-09-09,PC,Oceania,Platform,Audio,M1,Low
4282,Tutorial,Medium,Resolved,2024-12-05,2024-12-23,PC,Oceania,Platform,Graphics,M5,Low
4283,Expansion Pack,Low,New,2024-11-13,,Mac,Europe,Platform,Graphics,M2,Medium
4284,Careers,Critical,Resolved,2025-02-22,2025-02-23,PlayStation,Asia,CAS,UI,M7,High
4285,Multiplayer,Medium,Resolved,2024-05-14,2024-05-18,Xbox,South America,Platform,UI,M7,Medium
4286,Live Mode,High,In Progress,2024-06-16,,PC,Oceania,LiveOps,Audio,M2,Medium
4287,Bug Fixes,Critical,Resolved,2024-07-10,2024-07-18,Xbox,Asia,Platform,Audio,M2,Low
4288,Live Mode,High,Won't Fix,2024-08-11,2024-09-05,Xbox,Asia,Graphics,Performance,M5,Low
4289,Expansion Pack,Low,In Progress,2024-08-02,,Xbox,Asia,Graphics,Audio,M4,Low
4290,Mods & Custom Content,Low,Resolved,2024-07-24,2024-08-15,PC,South America,LiveOps,Audio,M2,Medium
4291,Careers,Medium,Investigating,2024-12-09,,PC,North America,Expansion Pack,Performance,M1,Medium
